,text_id,gender,religion,race,label,score
0,0,0,2,2,0,0.9983910918235779
1,1,0,2,0,0,0.9929157495498657
2,3,1,0,0,0,0.997907280921936
3,4,2,0,0,1,0.0007653579814359546
4,6,0,0,1,1,0.0008541458519175649
5,10,2,2,0,0,0.9991006851196289
6,13,0,0,1,1,0.001802214072085917
7,14,0,0,1,1,0.0022323932498693466
8,15,0,0,1,1,0.0005196653655730188
9,17,2,2,0,1,0.0006374554359354079
10,18,0,2,0,1,0.0018889361526817083
11,20,0,0,1,1,0.0014154069358482957
12,22,3,0,0,0,0.9980204105377197
13,24,0,0,1,1,0.002013606019318104
14,29,0,3,0,0,0.9881114959716797
15,30,1,2,0,1,0.0012202929938212037
16,31,2,2,2,1,0.0005169520736671984
17,32,3,0,0,0,0.998908519744873
18,35,0,2,0,1,0.006476590409874916
19,36,3,0,0,0,0.998181939125061
20,40,3,2,0,1,0.0008767223916947842
21,44,0,2,0,0,0.994178056716919
22,48,0,3,0,1,0.0020563467405736446
23,49,0,3,0,1,0.0015116826398298144
24,51,1,0,2,0,0.998372495174408
25,52,3,0,0,1,0.0078057157807052135
26,53,2,0,0,1,0.0014519997639581561
27,54,2,0,0,1,0.001135183498263359
28,55,1,0,0,1,0.0011905368883162737
29,56,0,0,1,1,0.004221016075462103
30,57,2,0,0,0,0.9955226182937622
31,58,2,0,1,1,0.0010395289864391088
32,61,0,3,1,1,0.0007325295591726899
33,62,0,2,0,0,0.9989680051803589
34,66,3,0,0,0,0.9980687499046326
35,67,0,0,2,0,0.9977286458015442
36,68,0,3,0,0,0.9984753727912903
37,69,0,0,1,1,0.0011481511173769832
38,70,1,0,2,1,0.0011196281993761659
39,71,2,0,2,1,0.0008805538527667522
40,72,2,0,2,0,0.9987599849700928
41,75,3,0,0,1,0.01226070336997509
42,76,0,0,2,1,0.0011993410298600793
43,78,0,2,0,0,0.9992014765739441
44,79,2,0,0,0,0.9948175549507141
45,83,1,2,0,0,0.9991540908813477
46,84,0,3,1,1,0.0005105872987769544
47,85,0,0,1,1,0.0006384882144629955
48,91,0,0,1,1,0.0007172563346102834
49,94,0,0,2,1,0.0015514843398705125
50,95,3,0,0,1,0.0012638511834666133
51,96,0,0,2,0,0.9976508021354675
52,97,1,0,2,0,0.9969125986099243
53,98,0,0,1,1,0.0006600173655897379
54,101,1,3,0,1,0.0006846138858236372
55,103,2,0,0,0,0.9970777034759521
56,104,1,0,0,0,0.9981803894042969
57,106,0,0,1,1,0.000576262827962637
58,107,3,0,0,1,0.003043339354917407
59,108,2,0,0,1,0.004848827142268419
60,109,2,0,0,1,0.000714209396392107
61,110,1,0,0,1,0.0008501128177158535
62,111,2,0,1,0,0.998613715171814
63,112,0,0,1,1,0.0005548616172745824
64,116,1,0,2,0,0.9991990923881531
65,117,1,0,2,0,0.005017458461225033
66,118,0,0,2,1,0.0014962380519136786
67,121,1,0,0,1,0.002556693973019719
68,123,0,2,1,1,0.0006005329196341336
69,124,0,0,2,0,0.9918619394302368
70,125,0,2,0,0,0.9653159379959106
71,126,0,0,2,1,0.6811405420303345
72,127,0,0,2,0,0.9814814329147339
73,129,3,0,0,1,0.0013550021685659885
74,130,2,0,0,1,0.0007883849320933223
75,131,1,0,0,0,0.9985502362251282
76,132,1,0,0,1,0.001314392895437777
77,133,0,0,1,1,0.005399765912443399
78,135,2,0,2,1,0.0009543697815388441
79,136,0,3,0,1,0.004779965616762638
80,137,0,3,0,1,0.0006200390052981675
81,138,0,2,0,1,0.0010570553131401539
82,139,0,0,1,1,0.001819466706365347
83,141,0,0,2,1,0.0009633871959522367
84,144,0,0,1,1,0.0009647847036831081
85,146,3,0,2,0,0.9990084767341614
86,147,3,0,0,0,0.9976246953010559
87,148,0,0,1,1,0.0010695664677768946
88,150,2,0,2,1,0.0007161982939578593
89,151,1,0,2,0,0.9987044334411621
90,157,2,0,0,0,0.9973905682563782
91,158,0,3,0,1,0.001341200084425509
92,161,0,2,0,1,0.0007281593279913068
93,162,0,3,2,1,0.0006515830173157156
94,163,0,0,2,0,0.994247317314148
95,165,0,0,2,1,0.0015893315430730581
96,166,1,0,0,0,0.9976744055747986
97,167,1,0,0,1,0.002586538204923272
98,168,0,2,0,1,0.004364256747066975
99,169,3,0,2,1,0.00625366298481822
100,170,2,0,0,0,0.9927130341529846
101,171,3,0,0,0,0.9943466782569885
102,172,1,0,2,0,0.9989319443702698
103,173,1,3,0,0,0.9985954165458679
104,174,2,0,0,0,0.9973287582397461
105,175,2,0,2,1,0.0005303146317601204
106,176,3,0,1,1,0.0009028904605656862
107,178,2,2,0,0,0.9982707500457764
108,179,2,0,2,1,0.0019308056216686964
109,180,2,0,0,1,0.0009006036561913788
110,183,0,3,0,1,0.0031154262833297253
111,184,0,2,0,1,0.024089202284812927
112,185,0,0,1,1,0.0005912476917728782
113,187,0,0,2,1,0.000733943423256278
114,188,2,0,0,0,0.9982309937477112
115,190,2,0,0,0,0.998511016368866
116,191,3,0,0,1,0.0073465914465487
117,193,2,0,0,1,0.0012036412954330444
118,194,0,0,2,0,0.9689548015594482
119,195,1,0,2,1,0.0018672727746888995
120,197,2,0,0,1,0.0012376202503219247
121,198,0,0,1,1,0.0009100864990614355
122,200,2,0,0,0,0.9861646890640259
123,201,0,0,1,1,0.0007599185919389129
124,202,2,0,2,0,0.996174693107605
125,204,2,0,2,1,0.0006537601002492011
126,206,0,2,0,0,0.9925554394721985
127,208,0,3,0,1,0.0006354348734021187
128,209,0,3,0,1,0.005211814772337675
129,210,0,0,1,1,0.0033059432171285152
130,215,1,0,0,1,0.0021148500964045525
131,217,3,0,0,1,0.0008593163802288473
132,218,0,3,2,1,0.0005628217477351427
133,220,0,0,2,0,0.9983439445495605
134,222,0,2,0,1,0.0007356166606768966
135,223,1,0,0,1,0.0012652964796870947
136,224,0,0,2,1,0.0005831505986861885
137,225,0,0,2,0,0.9990418553352356
138,228,0,0,1,1,0.0009563933126628399
139,229,0,0,2,1,0.006664908025413752
140,230,1,0,1,1,0.0009930927772074938
141,231,2,0,0,0,0.9991087317466736
142,235,0,2,0,0,0.9971666932106018
143,237,0,2,0,0,0.9986767172813416
144,239,0,0,2,0,0.9980223178863525
145,240,0,3,0,0,0.9991466999053955
146,241,3,0,0,0,0.9914132356643677
147,247,2,0,2,1,0.0011107472237199545
148,249,1,0,0,0,0.7992885112762451
149,251,0,3,2,1,0.0007997089414857328
150,252,0,2,0,1,0.003024995094165206
151,254,1,0,1,1,0.0005801390507258475
152,255,3,0,0,1,0.0016070879064500332
153,258,0,3,0,1,0.0005937304813414812
154,260,3,0,0,1,0.004183238837867975
155,261,2,0,0,1,0.0012056154664605856
156,262,1,2,0,1,0.0005173735553398728
157,263,3,0,1,0,0.9978175163269043
158,264,0,0,2,0,0.9990918636322021
159,265,0,0,2,1,0.0007351499516516924
160,270,2,0,0,1,0.0006747082225047052
161,271,1,0,1,0,0.9974797368049622
162,273,0,0,1,1,0.0019153128378093243
163,274,2,0,0,1,0.0010388146620243788
164,275,1,0,0,0,0.9985535740852356
165,278,0,0,2,1,0.0007109410362318158
166,279,2,0,1,1,0.0006778980605304241
167,280,0,0,1,1,0.0008545405580662191
168,281,0,3,0,1,0.0005798888741992414
169,284,2,2,0,0,0.9983539581298828
170,285,0,0,1,1,0.0008755528251640499
171,288,2,0,1,1,0.000803560484200716
172,289,0,0,1,0,0.9986287355422974
173,290,0,0,1,1,0.0012012727092951536
174,291,1,0,0,0,0.9971399307250977
175,292,0,2,0,0,0.9979888200759888
176,294,0,2,0,1,0.0007784008630551398
177,295,1,0,0,1,0.0008257896988652647
178,296,0,3,2,1,0.00069729785900563
179,297,2,0,0,1,0.0030386236030608416
180,298,0,2,0,1,0.0009698424837552011
181,300,1,0,0,1,0.00206734542734921
182,302,3,0,0,0,0.9986937642097473
183,304,3,0,0,1,0.0013092271983623505
184,307,0,0,2,1,0.0032938828226178885
185,308,2,0,1,1,0.0016029212856665254
186,310,2,0,1,1,0.0006260870723053813
187,312,2,3,0,1,0.0008576379041187465
188,313,0,0,1,1,0.0007510465220548213
189,314,1,0,2,1,0.0016825846396386623
190,316,1,0,2,1,0.000640304118860513
191,317,2,3,0,1,0.000943779363296926
192,320,0,0,2,1,0.0011143888114020228
193,322,0,3,1,1,0.0007552602328360081
194,324,3,0,0,0,0.9971345663070679
195,327,2,0,0,0,0.9981926083564758
196,329,3,0,0,0,0.9980284571647644
197,330,0,0,1,1,0.003270150860771537
198,332,3,0,0,0,0.998302698135376
199,334,0,0,1,1,0.0007430695695802569
200,335,2,0,0,1,0.0011217507999390364
201,336,3,0,1,1,0.0006731321918778121
202,337,0,0,1,1,0.000705965852830559
203,340,2,0,0,1,0.00408518360927701
204,341,0,0,1,1,0.0009554132702760398
205,342,0,3,0,1,0.0006030580843798816
206,343,0,0,2,0,0.9992889165878296
207,345,2,0,0,0,0.9981478452682495
208,346,0,0,1,1,0.0015825877198949456
209,347,0,0,1,0,0.9986364245414734
210,348,1,0,0,0,0.9886173605918884
211,349,2,0,0,1,0.002288856077939272
212,350,2,0,1,1,0.001145820482634008
213,352,0,0,1,1,0.02295316569507122
214,353,1,0,2,0,0.9976099729537964
215,354,0,0,1,1,0.0010158055229112506
216,355,0,0,2,0,0.9970752000808716
217,356,0,0,1,1,0.0007110962178558111
218,358,0,0,1,1,0.0029373583383858204
219,359,0,0,1,1,0.0010833173291757703
220,360,0,0,2,1,0.0007854705909267068
221,362,0,3,0,1,0.0007267596665769815
222,363,0,2,0,1,0.0009701373055577278
223,364,0,2,0,0,0.9977241158485413
224,365,0,0,2,0,0.999157190322876
225,367,1,0,0,1,0.0007749589276500046
226,368,0,2,0,0,0.9978556036949158
227,369,2,0,0,1,0.006081809289753437
228,370,0,0,1,1,0.0006703434628434479
229,371,3,0,0,1,0.0018649563426151872
230,373,1,0,0,0,0.9817849397659302
231,374,3,0,0,1,0.0019707949832081795
232,377,0,0,2,0,0.9982984662055969
233,379,2,0,0,1,0.005952146835625172
