,text_id,gender,religion,race,label,score
0,0,0,2,2,0,0.9400261044502258
1,1,0,2,0,0,0.9522654414176941
2,2,0,0,0,1,0.3293127417564392
3,3,1,0,0,0,0.7168285250663757
4,4,2,0,0,1,0.015585430897772312
5,5,0,0,0,0,0.7761400938034058
6,6,0,0,1,1,0.010237989947199821
7,7,0,0,0,0,0.969962477684021
8,8,0,0,0,1,0.009067878127098083
9,9,0,0,0,1,0.014790681190788746
10,10,2,2,0,0,0.9849686026573181
11,11,0,0,0,0,0.2767825722694397
12,12,0,0,0,0,0.8185946345329285
13,13,0,0,1,1,0.005936339497566223
14,14,0,0,1,1,0.00838447269052267
15,15,0,0,1,1,0.006615928839892149
16,16,0,0,0,1,0.34083014726638794
17,17,2,2,0,1,0.01739553175866604
18,18,0,2,0,1,0.04228419438004494
19,19,0,0,0,1,0.036166783422231674
20,20,0,0,1,1,0.005620772019028664
21,21,0,0,0,1,0.028321493417024612
22,22,3,0,0,0,0.8151735663414001
23,23,0,0,0,1,0.045269619673490524
24,24,0,0,1,1,0.005311306100338697
25,25,0,0,0,1,0.3495396375656128
26,26,0,0,0,0,0.8074055910110474
27,27,0,0,0,1,0.006082114763557911
28,28,0,0,0,1,0.14541782438755035
29,29,0,3,0,0,0.8676788210868835
30,30,1,2,0,1,0.03616388887166977
31,31,2,2,2,1,0.012504858896136284
32,32,3,0,0,0,0.8440551161766052
33,33,0,0,0,1,0.039273034781217575
34,34,0,0,0,1,0.03763741999864578
35,35,0,2,0,1,0.01825229451060295
36,36,3,0,0,0,0.9220744371414185
37,37,0,0,0,1,0.018284056335687637
38,38,0,0,0,1,0.30273908376693726
39,39,0,0,0,0,0.5831802487373352
40,40,3,2,0,1,0.02648629993200302
41,41,0,0,0,0,0.6956475377082825
42,42,0,0,0,0,0.9745679497718811
43,43,0,0,0,0,0.9685254096984863
44,44,0,2,0,0,0.850404679775238
45,45,0,0,0,1,0.03418271616101265
46,46,0,0,0,0,0.933529257774353
47,47,0,0,0,0,0.9762493371963501
48,48,0,3,0,1,0.17314520478248596
49,49,0,3,0,1,0.036319129168987274
50,50,0,0,0,1,0.05268341302871704
51,51,1,0,2,0,0.9215190410614014
52,52,3,0,0,1,0.04363178834319115
53,53,2,0,0,1,0.21112465858459473
54,54,2,0,0,1,0.03021891973912716
55,55,1,0,0,1,0.017163215205073357
56,56,0,0,1,1,0.014485183171927929
57,57,2,0,0,0,0.9202184081077576
58,58,2,0,1,1,0.005343200173228979
59,59,0,0,0,0,0.9718857407569885
60,60,0,0,0,0,0.6839758157730103
61,61,0,3,1,1,0.009583746083080769
62,62,0,2,0,0,0.9690824151039124
63,63,0,0,0,0,0.5861603617668152
64,64,0,0,0,0,0.8494669198989868
65,65,0,0,0,0,0.8582994937896729
66,66,3,0,0,0,0.42005524039268494
67,67,0,0,2,0,0.9593109488487244
68,68,0,3,0,0,0.5368125438690186
69,69,0,0,1,1,0.005482721142470837
70,70,1,0,2,1,0.04501430317759514
71,71,2,0,2,1,0.02103789709508419
72,72,2,0,2,0,0.9353953003883362
73,73,0,0,0,1,0.03557657077908516
74,74,0,0,0,1,0.014585169032216072
75,75,3,0,0,1,0.4286913275718689
76,76,0,0,2,1,0.07722345739603043
77,77,0,0,0,1,0.02405441179871559
78,78,0,2,0,0,0.938096821308136
79,79,2,0,0,0,0.8056021332740784
80,80,0,0,0,1,0.06762012839317322
81,81,0,0,0,0,0.7521918416023254
82,82,0,0,0,0,0.9129511713981628
83,83,1,2,0,0,0.9242793917655945
84,84,0,3,1,1,0.006971083115786314
85,85,0,0,1,1,0.0068665118888020515
86,86,0,0,0,0,0.906511664390564
87,87,0,0,0,1,0.13186891376972198
88,88,0,0,0,0,0.7745955586433411
89,89,0,0,0,0,0.9785390496253967
90,90,0,0,0,1,0.0062800622545182705
91,91,0,0,1,1,0.006127498112618923
92,92,0,0,0,0,0.9489671587944031
93,93,0,0,0,1,0.2753153443336487
94,94,0,0,2,1,0.03696291521191597
95,95,3,0,0,1,0.02189023606479168
96,96,0,0,2,0,0.9747879505157471
97,97,1,0,2,0,0.9287495613098145
98,98,0,0,1,1,0.0071904780343174934
99,99,0,0,0,0,0.9255804419517517
100,100,0,0,0,0,0.7342570424079895
101,101,1,3,0,1,0.007307394407689571
102,102,0,0,0,0,0.9480205178260803
103,103,2,0,0,0,0.96720290184021
104,104,1,0,0,0,0.9043933153152466
105,105,0,0,0,1,0.005503654479980469
106,106,0,0,1,1,0.011812947690486908
107,107,3,0,0,1,0.24516279995441437
108,108,2,0,0,1,0.03036351315677166
109,109,2,0,0,1,0.008958040736615658
110,110,1,0,0,1,0.006001194007694721
111,111,2,0,1,0,0.3964843153953552
112,112,0,0,1,1,0.00450247572734952
113,113,0,0,0,1,0.014110634103417397
114,114,0,0,0,0,0.604747474193573
115,115,0,0,0,1,0.012833640910685062
116,116,1,0,2,0,0.973293125629425
117,117,1,0,2,0,0.898531436920166
118,118,0,0,2,1,0.7279146909713745
119,119,0,0,0,0,0.8762476444244385
120,120,0,0,0,0,0.31132978200912476
121,121,1,0,0,1,0.03308117389678955
122,122,0,0,0,1,0.2941444516181946
123,123,0,2,1,1,0.005614320747554302
124,124,0,0,2,0,0.929981529712677
125,125,0,2,0,0,0.9126538038253784
126,126,0,0,2,1,0.9520559906959534
127,127,0,0,2,0,0.8254863619804382
128,128,0,0,0,0,0.35528385639190674
129,129,3,0,0,1,0.10651741176843643
130,130,2,0,0,1,0.0063606733456254005
131,131,1,0,0,0,0.7062761187553406
132,132,1,0,0,1,0.012025761418044567
133,133,0,0,1,1,0.006343824788928032
134,134,0,0,0,1,0.020220059901475906
135,135,2,0,2,1,0.010328571312129498
136,136,0,3,0,1,0.15797139704227448
137,137,0,3,0,1,0.01486476045101881
138,138,0,2,0,1,0.03763683885335922
139,139,0,0,1,1,0.02486465871334076
140,140,0,0,0,0,0.9397090673446655
141,141,0,0,2,1,0.006755088921636343
142,142,0,0,0,0,0.7373693585395813
143,143,0,0,0,1,0.007924853824079037
144,144,0,0,1,1,0.017446881160140038
145,145,0,0,0,0,0.8121122717857361
146,146,3,0,2,0,0.8253493905067444
147,147,3,0,0,0,0.46585777401924133
148,148,0,0,1,1,0.004591801203787327
149,149,0,0,0,1,0.010044476017355919
150,150,2,0,2,1,0.009377003647387028
151,151,1,0,2,0,0.9274188280105591
152,152,0,0,0,0,0.8642465472221375
153,153,0,0,0,0,0.891606330871582
154,154,0,0,0,0,0.9441168904304504
155,155,0,0,0,1,0.005707801319658756
156,156,0,0,0,0,0.9191578030586243
157,157,2,0,0,0,0.5133965611457825
158,158,0,3,0,1,0.04410902410745621
159,159,0,0,0,1,0.007158774416893721
160,160,0,0,0,0,0.8053265810012817
161,161,0,2,0,1,0.008727071806788445
162,162,0,3,2,1,0.04406077042222023
163,163,0,0,2,0,0.6864656209945679
164,164,0,0,0,0,0.9085501432418823
165,165,0,0,2,1,0.07815981656312943
166,166,1,0,0,0,0.9274075627326965
167,167,1,0,0,1,0.01085304468870163
168,168,0,2,0,1,0.16565674543380737
169,169,3,0,2,1,0.05501136928796768
170,170,2,0,0,0,0.38003090023994446
171,171,3,0,0,0,0.8099989891052246
172,172,1,0,2,0,0.9353455305099487
173,173,1,3,0,0,0.01988096721470356
174,174,2,0,0,0,0.9002323150634766
175,175,2,0,2,1,0.005116121843457222
176,176,3,0,1,1,0.004962228704243898
177,177,0,0,0,1,0.03631752356886864
178,178,2,2,0,0,0.44707441329956055
179,179,2,0,2,1,0.7864875793457031
180,180,2,0,0,1,0.023169569671154022
181,181,0,0,0,1,0.0055519649758934975
182,182,0,0,0,0,0.8595556616783142
183,183,0,3,0,1,0.644372820854187
184,184,0,2,0,1,0.8836894631385803
185,185,0,0,1,1,0.006783760618418455
186,186,0,0,0,1,0.06514226645231247
187,187,0,0,2,1,0.0494413860142231
188,188,2,0,0,0,0.8789505958557129
189,189,0,0,0,1,0.017050262540578842
190,190,2,0,0,0,0.9814308881759644
191,191,3,0,0,1,0.03999760001897812
192,192,0,0,0,0,0.9489412903785706
193,193,2,0,0,1,0.03253097087144852
194,194,0,0,2,0,0.7571354508399963
195,195,1,0,2,1,0.9371663928031921
196,196,0,0,0,1,0.7482931017875671
197,197,2,0,0,1,0.0061308094300329685
198,198,0,0,1,1,0.00778157776221633
199,199,0,0,0,0,0.9526746273040771
200,200,2,0,0,0,0.6949202418327332
201,201,0,0,1,1,0.0043746973387897015
202,202,2,0,2,0,0.9281209707260132
203,203,0,0,0,0,0.9676437377929688
204,204,2,0,2,1,0.0066293710842728615
205,205,0,0,0,0,0.12613420188426971
206,206,0,2,0,0,0.4964678883552551
207,207,0,0,0,0,0.9466137290000916
208,208,0,3,0,1,0.008342561312019825
209,209,0,3,0,1,0.4700332283973694
210,210,0,0,1,1,0.014466087333858013
211,211,0,0,0,1,0.007987719029188156
212,212,0,0,0,1,0.042588599026203156
213,213,0,0,0,1,0.014244578778743744
214,214,0,0,0,0,0.9724817276000977
215,215,1,0,0,1,0.07887724786996841
216,216,0,0,0,1,0.0060875313356518745
217,217,3,0,0,1,0.050665415823459625
218,218,0,3,2,1,0.006478527095168829
219,219,0,0,0,1,0.05095170438289642
220,220,0,0,2,0,0.9511524438858032
221,221,0,0,0,1,0.005924123805016279
222,222,0,2,0,1,0.00804672297090292
223,223,1,0,0,1,0.01226447056978941
224,224,0,0,2,1,0.006915388163179159
225,225,0,0,2,0,0.8607903718948364
226,226,0,0,0,0,0.9622822403907776
227,227,0,0,0,1,0.4405840039253235
228,228,0,0,1,1,0.05211974307894707
229,229,0,0,2,1,0.5739182829856873
230,230,1,0,1,1,0.011190228164196014
231,231,2,0,0,0,0.9374434947967529
232,232,0,0,0,1,0.06434515863656998
233,233,0,0,0,0,0.9044540524482727
234,234,0,0,0,0,0.9554006457328796
235,235,0,2,0,0,0.3443089723587036
236,236,0,0,0,0,0.9816412925720215
237,237,0,2,0,0,0.8992125391960144
238,238,0,0,0,1,0.20456959307193756
239,239,0,0,2,0,0.7487782835960388
240,240,0,3,0,0,0.25026655197143555
241,241,3,0,0,0,0.47776487469673157
242,242,0,0,0,1,0.0056484718807041645
243,243,0,0,0,1,0.11012988537549973
244,244,0,0,0,0,0.8263290524482727
245,245,0,0,0,1,0.5427468419075012
246,246,0,0,0,0,0.9681300520896912
247,247,2,0,2,1,0.3794896602630615
248,248,0,0,0,1,0.15538369119167328
249,249,1,0,0,0,0.6682054400444031
250,250,0,0,0,0,0.8809577822685242
251,251,0,3,2,1,0.006366655230522156
252,252,0,2,0,1,0.0750655084848404
253,253,0,0,0,1,0.0271390900015831
254,254,1,0,1,1,0.005336356814950705
255,255,3,0,0,1,0.6594151854515076
256,256,0,0,0,0,0.3575066030025482
257,257,0,0,0,1,0.012996931560337543
258,258,0,3,0,1,0.006024032831192017
259,259,0,0,0,1,0.6384639739990234
260,260,3,0,0,1,0.10178102552890778
261,261,2,0,0,1,0.005783554632216692
262,262,1,2,0,1,0.00874879490584135
263,263,3,0,1,0,0.7939357757568359
264,264,0,0,2,0,0.9618885517120361
265,265,0,0,2,1,0.00593425240367651
266,266,0,0,0,1,0.011359263211488724
267,267,0,0,0,1,0.030885182321071625
268,268,0,0,0,1,0.1281711757183075
269,269,0,0,0,1,0.01717822253704071
270,270,2,0,0,1,0.008298815228044987
271,271,1,0,1,0,0.08648661524057388
272,272,0,0,0,0,0.7350807189941406
273,273,0,0,1,1,0.02261977270245552
274,274,2,0,0,1,0.05213246867060661
275,275,1,0,0,0,0.9586241245269775
276,276,0,0,0,0,0.9501094222068787
277,277,0,0,0,1,0.04857971891760826
278,278,0,0,2,1,0.01491848099976778
279,279,2,0,1,1,0.004861796740442514
280,280,0,0,1,1,0.005833422765135765
281,281,0,3,0,1,0.02557072415947914
282,282,0,0,0,1,0.03755937144160271
283,283,0,0,0,0,0.41412243247032166
284,284,2,2,0,0,0.9635129570960999
285,285,0,0,1,1,0.008839276619255543
286,286,0,0,0,1,0.06406334042549133
287,287,0,0,0,1,0.016261138021945953
288,288,2,0,1,1,0.007561108563095331
289,289,0,0,1,0,0.7892602682113647
290,290,0,0,1,1,0.00670642638579011
291,291,1,0,0,0,0.8870580196380615
292,292,0,2,0,0,0.8469180464744568
293,293,0,0,0,0,0.5873781442642212
294,294,0,2,0,1,0.029211269691586494
295,295,1,0,0,1,0.020838433876633644
296,296,0,3,2,1,0.28570428490638733
297,297,2,0,0,1,0.29967328906059265
298,298,0,2,0,1,0.06669550389051437
299,299,0,0,0,0,0.906511664390564
300,300,1,0,0,1,0.009934410452842712
301,301,0,0,0,1,0.5027735233306885
302,302,3,0,0,0,0.8844395875930786
303,303,0,0,0,0,0.716553807258606
304,304,3,0,0,1,0.021098285913467407
305,305,0,0,0,1,0.572627604007721
306,306,0,0,0,1,0.02188715711236
307,307,0,0,2,1,0.3319644629955292
308,308,2,0,1,1,0.008672229945659637
309,309,0,0,0,1,0.036606770008802414
310,310,2,0,1,1,0.009445011615753174
311,311,0,0,0,0,0.44106626510620117
312,312,2,3,0,1,0.011989681050181389
313,313,0,0,1,1,0.01691649854183197
314,314,1,0,2,1,0.26684433221817017
315,315,0,0,0,1,0.007394669111818075
316,316,1,0,2,1,0.02163231559097767
317,317,2,3,0,1,0.014942958019673824
318,318,0,0,0,1,0.08869132399559021
319,319,0,0,0,1,0.3070278465747833
320,320,0,0,2,1,0.029399029910564423
321,321,0,0,0,0,0.9676265120506287
322,322,0,3,1,1,0.005717920605093241
323,323,0,0,0,1,0.011497192084789276
324,324,3,0,0,0,0.9727897047996521
325,325,0,0,0,1,0.04136130213737488
326,326,0,0,0,1,0.08758926391601562
327,327,2,0,0,0,0.9095362424850464
328,328,0,0,0,0,0.3092585802078247
329,329,3,0,0,0,0.7234051823616028
330,330,0,0,1,1,0.6420449614524841
331,331,0,0,0,1,0.02074667438864708
332,332,3,0,0,0,0.4919157028198242
333,333,0,0,0,1,0.09752301126718521
334,334,0,0,1,1,0.00718102790415287
335,335,2,0,0,1,0.017291860654950142
336,336,3,0,1,1,0.006664743646979332
337,337,0,0,1,1,0.006992883048951626
338,338,0,0,0,0,0.04005454480648041
339,339,0,0,0,0,0.8942209482192993
340,340,2,0,0,1,0.0365709587931633
341,341,0,0,1,1,0.09717413038015366
342,342,0,3,0,1,0.006586338393390179
343,343,0,0,2,0,0.9780699610710144
344,344,0,0,0,0,0.6050551533699036
345,345,2,0,0,0,0.7560988664627075
346,346,0,0,1,1,0.005285498686134815
347,347,0,0,1,0,0.9254255890846252
348,348,1,0,0,0,0.8826723098754883
349,349,2,0,0,1,0.8159076571464539
350,350,2,0,1,1,0.005589352920651436
351,351,0,0,0,1,0.007785606663674116
352,352,0,0,1,1,0.6864084005355835
353,353,1,0,2,0,0.837756872177124
354,354,0,0,1,1,0.10755473375320435
355,355,0,0,2,0,0.9054621458053589
356,356,0,0,1,1,0.005172709934413433
357,357,0,0,0,1,0.011378937400877476
358,358,0,0,1,1,0.09622833877801895
359,359,0,0,1,1,0.005460064392536879
360,360,0,0,2,1,0.04588121920824051
361,361,0,0,0,1,0.006207128521054983
362,362,0,3,0,1,0.013109680265188217
363,363,0,2,0,1,0.008831461891531944
364,364,0,2,0,0,0.8557779788970947
365,365,0,0,2,0,0.9793602228164673
366,366,0,0,0,1,0.04363017529249191
367,367,1,0,0,1,0.009412838146090508
368,368,0,2,0,0,0.9535297155380249
369,369,2,0,0,1,0.0605793334543705
370,370,0,0,1,1,0.007672101259231567
371,371,3,0,0,1,0.009649742394685745
372,372,0,0,0,1,0.2361191064119339
373,373,1,0,0,0,0.951429545879364
374,374,3,0,0,1,0.05524595454335213
375,375,0,0,0,1,0.10130860656499863
376,376,0,0,0,1,0.006376735866069794
377,377,0,0,2,0,0.6500060558319092
378,378,0,0,0,0,0.9494941234588623
379,379,2,0,0,1,0.017633985728025436
380,380,0,0,1,0,0.9039539694786072
381,381,0,0,0,1,0.010595092549920082
382,382,2,0,0,1,0.031554874032735825
383,383,1,0,0,1,0.0075526367872953415
384,384,0,0,0,1,0.04484343156218529
385,385,2,3,0,1,0.0188489630818367
386,386,0,2,0,1,0.006672321353107691
387,387,0,0,0,0,0.9572142362594604
388,388,2,0,0,0,0.36252325773239136
389,389,0,3,2,1,0.12419655919075012
390,390,0,0,0,1,0.0067878165282309055
391,391,2,0,2,1,0.07030132412910461
392,392,2,0,0,1,0.02746039815247059
393,393,0,2,0,1,0.0202228594571352
394,394,0,0,1,0,0.09034871309995651
395,395,0,0,1,1,0.010295732878148556
396,396,0,0,1,1,0.018198059871792793
397,397,0,0,0,0,0.8431678414344788
398,398,0,0,0,1,0.025079375132918358
399,399,0,0,1,0,0.8518737554550171
400,400,0,0,0,0,0.895585298538208
401,401,0,3,0,1,0.08075390756130219
402,402,0,0,0,0,0.9349488615989685
403,403,2,0,0,0,0.8885368704795837
404,404,2,0,0,1,0.032346390187740326
405,405,0,0,0,1,0.05635520815849304
406,406,0,0,0,0,0.9216984510421753
407,407,2,0,2,1,0.05184006690979004
408,408,3,0,1,1,0.029579827561974525
409,409,0,0,0,1,0.06873954832553864
410,410,3,0,0,0,0.8966132998466492
411,411,0,0,0,0,0.9073566198348999
412,412,3,2,0,0,0.8230211734771729
413,413,2,0,0,1,0.05273617431521416
414,414,0,0,2,0,0.8328916430473328
415,415,0,3,2,1,0.20475494861602783
416,416,3,0,0,1,0.3255540430545807
417,417,0,0,0,1,0.011495213955640793
418,418,0,0,0,1,0.03288187086582184
419,419,3,0,0,0,0.7135714292526245
420,420,3,0,0,0,0.790065586566925
421,421,0,0,0,1,0.007858706638216972
422,422,0,0,1,0,0.2610526978969574
423,423,1,2,0,0,0.6856486201286316
424,424,2,0,0,0,0.7252523899078369
425,425,0,0,0,0,0.8667898774147034
426,426,2,0,1,0,0.9151827096939087
427,427,2,0,0,0,0.0817042663693428
428,428,0,0,0,0,0.85713130235672
429,429,0,0,0,1,0.009027523919939995
430,430,0,0,2,0,0.7533064484596252
431,431,0,0,0,0,0.47489309310913086
432,432,2,0,1,1,0.005373449996113777
433,433,1,2,0,1,0.08256292343139648
434,434,2,2,1,0,0.5666612386703491
435,435,0,0,0,1,0.8170661926269531
436,436,0,3,0,1,0.04304485768079758
437,437,0,3,0,1,0.039701346307992935
438,438,0,0,0,1,0.005758943967521191
439,439,3,0,0,0,0.8010461926460266
440,440,1,0,2,0,0.9166184663772583
441,441,0,0,0,1,0.13417693972587585
442,442,0,0,2,1,0.10866236686706543
443,443,3,0,0,1,0.10067956149578094
444,444,0,0,2,1,0.006440412253141403
445,445,0,0,1,1,0.006378582213073969
446,446,0,0,2,0,0.7889487743377686
447,447,2,0,2,1,0.03372940048575401
448,448,0,0,0,1,0.009824384935200214
449,449,0,0,0,0,0.8931816220283508
450,450,2,2,0,1,0.8624539971351624
451,451,0,0,0,1,0.007633592933416367
452,452,0,0,0,1,0.006305840332061052
453,453,0,0,0,1,0.017607886344194412
454,454,0,0,0,1,0.719670295715332
455,455,0,0,0,0,0.9128099083900452
