,text_id,gender,religion,race,label,score
0,0,0,0,0,0,0.990822434425354
1,1,0,0,0,1,0.11842016875743866
2,2,0,0,1,1,0.11328738927841187
3,3,1,0,2,1,0.0785781592130661
4,4,0,0,0,1,0.11222833395004272
5,5,2,0,0,0,0.0825171172618866
6,6,0,0,0,1,0.03491978719830513
7,7,0,0,0,0,0.9818966388702393
8,8,0,0,0,0,0.9925743341445923
9,9,0,0,0,0,0.6243858933448792
10,10,1,0,0,0,0.8538547158241272
11,11,0,0,0,0,0.9874904751777649
12,12,0,0,0,0,0.9906213283538818
13,13,0,0,0,1,0.02113972045481205
14,14,2,0,1,1,0.050764165818691254
15,15,0,0,1,1,0.11786070466041565
16,16,0,0,0,0,0.47681939601898193
17,17,0,0,0,1,0.11327830702066422
18,18,1,0,2,1,0.06248363479971886
19,19,0,0,0,0,0.9940810799598694
20,20,2,0,0,0,0.11697913706302643
21,21,0,0,2,0,0.9952669143676758
22,22,1,0,0,1,0.09950100630521774
23,23,1,0,2,1,0.06418654322624207
24,24,2,0,0,1,0.02292400412261486
25,25,0,3,0,0,0.26216694712638855
26,26,0,0,1,1,0.039540424942970276
27,27,0,0,1,0,0.08187206834554672
28,28,1,3,0,1,0.030459115281701088
29,29,0,0,0,0,0.9943825006484985
30,30,0,0,0,0,0.9868901968002319
31,31,0,0,0,1,0.06773063540458679
32,32,0,3,0,1,0.12244509905576706
33,33,0,0,0,0,0.9656488299369812
34,34,0,0,1,1,0.0771663561463356
35,35,1,0,0,1,0.04514213651418686
36,36,0,0,1,1,0.03771885111927986
37,37,0,0,0,0,0.995235025882721
38,38,0,0,0,0,0.9976001381874084
39,39,2,0,0,1,0.049902696162462234
40,40,1,0,2,1,0.0696026086807251
41,41,3,0,0,1,0.05161707475781441
42,42,0,0,0,0,0.9937421679496765
43,43,0,0,0,0,0.9918898940086365
44,44,0,0,0,0,0.995647132396698
45,45,0,3,0,1,0.11038140207529068
46,46,0,0,0,0,0.9901669025421143
47,47,0,0,0,0,0.7767233848571777
48,48,0,0,0,0,0.9964737296104431
49,49,1,0,2,0,0.11421695351600647
